x,z_original,z_tilt_corrected,waviness_component,z_corrected
58.0,30.55337485,0.22421298005436488,0.0369258164543641,0.18642314739271332
58.25,30.25915341,-0.07005425443943689,0.02298059556056449,-0.09389886620728882
58.5,30.60410269,0.2748492310667641,0.019180941466764568,0.2548042733927121
58.75,30.83998712,0.5106878665729657,0.024871056132468733,0.4849527942332095
59.0,31.16084067,0.831495622079164,-0.03406242724232309,0.8646940331141997
59.25,30.46586934,0.1364784975853657,-0.06113516705761095,0.19674964843568918
59.5,30.89451954,0.565082903091565,-0.09540759571339488,0.6596264825976723
59.75,30.30861305,-0.02086938140223135,-0.11171870720967486,0.08998530960015606
60.0,30.24773965,-0.08178857589603392,-0.11052505234645077,0.0278724602431294
60.25,29.85840352,-0.4711705003898347,-0.1168861811237225,-0.35514833547339963
60.5,29.80767568,-0.5219441348836358,-0.07454492514149035,-0.44826322594943285
60.75,30.01439161,-0.3152739993774349,-0.0669485723997543,-0.24918944318496805
61.0,29.18245512,-1.1472562838712324,-0.04539840169851427,-1.1027218983800056
61.25,30.26042161,-0.06933558836503148,-0.03393940623777024,-0.036260198334548695
61.5,30.44431001,0.1145070171411651,-0.020143266817522196,0.13378626775139982
